AREA,PERIMETER,WCOLGEN02_,WCOLGEN021,DPTO,NOMBRE_DPT,MPIO,NOMBRE_MPI,NOMBRE_CAB,CLASEMUN,MPIOS,ZONA,OF_REG,REG_ZONAS,HECTARES,DESEMPLEO
319897341.1,93752.32969,630,700,25,CUNDINAMARCA,183,CHOCONTA,CHOCONTA,CM,25183,ZONA06,DABOG,DABOGZONA06,31989.734,0
187345705.3,77311.7317,632,766,25,CUNDINAMARCA,772,SUESCA,SUESCA,CM,25772,ZONA06,DABOG,DABOGZONA06,18734.571,0
74282353.65,51298.35948,634,738,25,CUNDINAMARCA,489,NIMAIMA,NIMAIMA,CM,25489,ZONA03,DABOG,DABOGZONA03,7428.235,0
152443310.9,66274.49853,635,781,25,CUNDINAMARCA,862,VERGARA,VERGARA,CM,25862,ZONA03,DABOG,DABOGZONA03,15244.331,0
127502592.1,57050.99037,642,701,25,CUNDINAMARCA,200,COGUA,COGUA,CM,25200,ZONA04,DABOG,DABOGZONA04,12750.259,0
188613682.2,72898.67683,647,789,25,CUNDINAMARCA,899,ZIPAQUIRA,ZIPAQUIRA,CM,25899,ZONA04,DABOG,DABOGZONA04,18861.368,0
77239463.1,37355.70863,648,748,25,CUNDINAMARCA,592,QUEBRADANEGRA,QUEBRADANEGRA,CM,25592,ZONA03,DABOG,DABOGZONA03,7723.946,0
99784621.18,45828.14652,650,737,25,CUNDINAMARCA,486,NEMOCON,NEMOCON,CM,25486,ZONA04,DABOG,DABOGZONA04,9978.462,0
220751646.1,67866.56975,654,731,25,CUNDINAMARCA,426,MACHETA,MACHETA,CM,25426,ZONA06,DABOG,DABOGZONA06,22075.165,0
64997681.32,36839.09361,656,773,25,CUNDINAMARCA,807,TIBIRITA,TIBIRITA,CM,25807,ZONA06,DABOG,DABOGZONA06,6499.768,0
129803861.2,45461.37067,659,792,25,CUNDINAMARCA,777,SUPATA,SUPATA,CM,25777,ZONA03,DABOG,DABOGZONA03,12980.386,0
60680546.09,32881.57252,660,739,25,CUNDINAMARCA,491,NOCAIMA,NOCAIMA,CM,25491,ZONA03,DABOG,DABOGZONA03,6068.055,0
147289842.6,52787.43084,663,785,25,CUNDINAMARCA,875,VILLETA,VILLETA,CM,25875,ZONA03,DABOG,DABOGZONA03,14728.984,0
143156698,54714.04482,665,759,25,CUNDINAMARCA,736,SESQUILE,SESQUILE,CM,25736,ZONA04,DABOG,DABOGZONA04,14315.67,0
212673849.5,66707.64825,666,765,25,CUNDINAMARCA,769,SUBACHOQUE,SUBACHOQUE,CM,25769,ZONA03,DABOG,DABOGZONA03,21267.385,0
161589455.2,56288.67972,671,729,25,CUNDINAMARCA,402,LA VEGA,LA VEGA,CM,25402,ZONA03,DABOG,DABOGZONA03,16158.946,0
102003807.7,42314.73758,675,733,25,CUNDINAMARCA,436,MANTA,MANTA,CM,25436,ZONA06,DABOG,DABOGZONA06,10200.381,0
43605455,26744.2642,679,712,25,CUNDINAMARCA,295,GACHANCIPA,GACHANCIPA,CM,25295,ZONA04,DABOG,DABOGZONA04,4360.545,0
100171579.8,47351.49548,680,758,25,CUNDINAMARCA,718,SASAIMA,SASAIMA,CM,25718,ZONA03,DABOG,DABOGZONA03,10017.158,0
123488483.7,54193.73965,681,756,25,CUNDINAMARCA,658,SAN FRANCISCO,SAN FRANCISCO,CM,25658,ZONA03,DABOG,DABOGZONA03,12348.848,0
66402506.32,41240.83957,683,775,25,CUNDINAMARCA,817,TOCANCIPA,TOCANCIPA,CM,25817,ZONA04,DABOG,DABOGZONA04,6640.251,0
173223410.8,59281.23567,685,696,25,CUNDINAMARCA,168,CHAGUANI,CHAGUANI,CM,25168,ZONA03,DABOG,DABOGZONA03,17322.341,0
73524120.14,37440.03414,687,769,25,CUNDINAMARCA,785,TABIO,TABIO,CM,25785,ZONA04,DABOG,DABOGZONA04,7352.412,0
139588997.3,47469.28956,690,720,25,CUNDINAMARCA,326,GUATAVITA,GUATAVITA,CM,25326,ZONA04,DABOG,DABOGZONA04,13958.9,0
49092778.96,31366.61154,694,692,25,CUNDINAMARCA,126,CAJICA,CAJICA,CM,25126,ZONA04,DABOG,DABOGZONA04,4909.278,0
316482226.7,90782.41617,695,757,25,CUNDINAMARCA,662,SAN JUAN DE RIO SECO,SAN JUAN DE RIO SECO,CM,25662,ZONA03,DABOG,DABOGZONA03,31648.223,0
77254932.31,45897.70959,697,782,25,CUNDINAMARCA,867,VIANI,VIANI,CM,25867,ZONA03,DABOG,DABOGZONA03,7725.493,0
119765226.5,49897.08727,698,764,25,CUNDINAMARCA,758,SOPO,SOPO,CM,25758,ZONA04,DABOG,DABOGZONA04,11976.523,0
66449860.11,36597.13577,702,683,25,CUNDINAMARCA,19,ALBAN,ALBAN,CM,25019,ZONA03,DABOG,DABOGZONA03,6644.986,0
353151384.7,81680.46911,703,713,25,CUNDINAMARCA,297,GACHETA,GACHETA,CM,25297,ZONA04,DABOG,DABOGZONA04,35315.138,0
62749589.06,39156.51918,704,721,25,CUNDINAMARCA,328,GUAYABAL DE  SIQUIMA,GUAYABAL DE  SIQUIMA,CM,25328,ZONA03,DABOG,DABOGZONA03,6274.959,0
324872800.9,78461.43172,708,718,25,CUNDINAMARCA,322,GUASCA,GUASCA,CM,25322,ZONA04,DABOG,DABOGZONA04,32487.28,0
69579143.73,33721.03708,709,1072,25,CUNDINAMARCA,260,EL ROSAL,EL ROSAL,CM,25260,ZONA03,DABOG,DABOGZONA03,6957.914,0
81091031.26,41513.56617,711,697,25,CUNDINAMARCA,175,CHIA,CHIA,CM,25175,ZONA04,DABOG,DABOGZONA04,8109.103,0
100609406.8,47218.81326,714,771,25,CUNDINAMARCA,799,TENJO,TENJO,CM,25799,ZONA04,DABOG,DABOGZONA04,10060.941,0
52316644.72,33867.8976,715,689,25,CUNDINAMARCA,95,BITUIMA,BITUIMA,CM,25095,ZONA03,DABOG,DABOGZONA03,5231.664,0
161595272.2,54916.97887,716,705,25,CUNDINAMARCA,269,FACATATIVA,FACATATIVA,CM,25269,ZONA03,DABOG,DABOGZONA03,16159.527,0
318679929.3,74334.38912,718,776,25,CUNDINAMARCA,839,UBALA,UBALA,CM,25839,ZONA04,DABOG,DABOGZONA04,31867.993,0
119157373.8,59597.22336,721,732,25,CUNDINAMARCA,430,MADRID,MADRID,CM,25430,ZONA03,DABOG,DABOGZONA03,11915.737,0
53163405.09,35793.45615,723,702,25,CUNDINAMARCA,214,COTA,COTA,CM,25214,ZONA04,DABOG,DABOGZONA04,5316.341,0
211619857.3,82781.28946,724,688,25,CUNDINAMARCA,86,BELTRAN,BELTRAN,CM,25086,ZONA03,DABOG,DABOGZONA03,21161.986,0
119869553.3,46277.37275,725,686,25,CUNDINAMARCA,40,ANOLAIMA,ANOLAIMA,CM,25040,ZONA03,DABOG,DABOGZONA03,11986.955,0
335214113.1,90751.91151,727,724,25,CUNDINAMARCA,372,JUNIN,JUNIN,CM,25372,ZONA04,DABOG,DABOGZONA04,33521.411,0
348728505.4,86768.62803,730,725,25,CUNDINAMARCA,377,LA CALERA,LA CALERA,CM,25377,ZONA04,DABOG,DABOGZONA04,34872.851,0
55621708.5,31611.37788,732,788,25,CUNDINAMARCA,898,ZIPACON,ZIPACON,CM,25898,ZONA03,DABOG,DABOGZONA03,5562.171,0
130798704.5,51657.93519,734,750,25,CUNDINAMARCA,596,QUIPILE,QUIPILE,CM,25596,ZONA03,DABOG,DABOGZONA03,13079.87,0
69938954.98,34394.32057,736,708,25,CUNDINAMARCA,286,FUNZA,FUNZA,CM,25286,ZONA03,DABOG,DABOGZONA03,6993.895,0
422911758.9,109742.4477,737,711,25,CUNDINAMARCA,293,GACHALA,GACHALA,CM,25293,ZONA04,DABOG,DABOGZONA04,42291.176,0
102487552.4,41215.19226,738,714,25,CUNDINAMARCA,299,GAMA,GAMA,CM,25299,ZONA04,DABOG,DABOGZONA04,10248.755,0
75997788.98,48571.49004,739,690,25,CUNDINAMARCA,99,BOJACA,BOJACA,CM,25099,ZONA03,DABOG,DABOGZONA03,7599.779,0
385240618.9,97226.06737,740,1079,25,CUNDINAMARCA,839,UBALA,UBALA,CM,25839,ZONA04,DABOG,DABOGZONA04,38524.062,0
186894862.5,59376.74231,741,747,25,CUNDINAMARCA,580,PULI,PULI,CM,25580,ZONA03,DABOG,DABOGZONA03,18689.486,0
59415227.16,33800.55492,742,1046,25,CUNDINAMARCA,123,CACHIPAY,CACHIPAY,CM,25123,ZONA03,DABOG,DABOGZONA03,5941.523,0
82088295.88,39172.61918,744,791,25,CUNDINAMARCA,797,TENA,TENA,CM,25797,ZONA02,DABOG,DABOGZONA02,8208.83,0
776864522.9,153377.7616,745,744,25,CUNDINAMARCA,530,PARATEBUENO,PARATEBUENO,CM,25530,ZONA12,DABOG,DABOGZONA12,77686.452,0
94870736.97,43344.28899,746,735,25,CUNDINAMARCA,473,MOSQUERA,MOSQUERA,CM,25473,ZONA03,DABOG,DABOGZONA03,9487.074,0
157196170.3,52999.89287,754,726,25,CUNDINAMARCA,386,LA MESA,LA MESA,CM,25386,ZONA02,DABOG,DABOGZONA02,15719.617,0
476832866.5,113628.8887,756,706,25,CUNDINAMARCA,279,FOMEQUE,FOMEQUE,CM,25279,ZONA04,DABOG,DABOGZONA04,47683.287,0
215369274.4,72738.90377,760,699,25,CUNDINAMARCA,181,CHOACHI,CHOACHI,CM,25181,ZONA04,DABOG,DABOGZONA04,21536.927,0
89478646.56,39276.19239,761,753,25,CUNDINAMARCA,645,SAN ANTONIO DEL TEQUENDAMA,SAN ANTONIO DE TEQUENDAMA,CM,25645,ZONA02,DABOG,DABOGZONA02,8947.865,0
222687538.5,68014.88544,762,723,25,CUNDINAMARCA,368,JERUSALEN,JERUSALEN,CM,25368,ZONA02,DABOG,DABOGZONA02,22268.754,0
1248469135,140789.7234,763,734,25,CUNDINAMARCA,438,MEDINA,MEDINA,CM,25438,ZONA12,DABOG,DABOGZONA12,124846.914,0
189434065.4,75651.55032,765,763,25,CUNDINAMARCA,754,SOACHA,SOACHA,CM,25754,ZONA02,DABOG,DABOGZONA02,18943.407,0
119230013.6,50961.46957,766,685,25,CUNDINAMARCA,35,ANAPOIMA,ANAPOIMA,CM,25035,ZONA02,DABOG,DABOGZONA02,11923.001,0
107489293.2,61103.93981,768,751,25,CUNDINAMARCA,599,APULO,RAFAEL REYES,CM,25599,ZONA02,DABOG,DABOGZONA02,10748.929,0
120209810.4,44710.09666,770,703,25,CUNDINAMARCA,245,EL COLEGIO,EL COLEGIO,CM,25245,ZONA02,DABOG,DABOGZONA02,12020.981,0
262127959.3,92496.30673,771,774,25,CUNDINAMARCA,815,TOCAIMA,TOCAIMA,CM,25815,ZONA02,DABOG,DABOGZONA02,26212.796,0
146620020,67836.06215,772,719,25,CUNDINAMARCA,324,GUATAQUI,GUATAQUI,CM,25324,ZONA02,DABOG,DABOGZONA02,14662.002,0
112956059.2,51172.48992,779,777,25,CUNDINAMARCA,841,UBAQUE,UBAQUE,CM,25841,ZONA04,DABOG,DABOGZONA04,11295.606,0
62769443.24,33225.27416,780,1051,25,CUNDINAMARCA,312,GRANADA,GRANADA,CM,25312,ZONA02,DABOG,DABOGZONA02,6276.944,0
105487199.6,46161.31343,783,760,25,CUNDINAMARCA,740,SIBATE,SIBATE,CM,25740,ZONA02,DABOG,DABOGZONA02,10548.72,0
198084938.2,63584.86159,787,786,25,CUNDINAMARCA,878,VIOTA,VIOTA,CM,25878,ZONA02,DABOG,DABOGZONA02,19808.494,0
174807644.6,60461.76273,788,761,25,CUNDINAMARCA,743,SILVANIA,SILVANIA,CM,25743,ZONA02,DABOG,DABOGZONA02,17480.764,0
119082503.3,53251.7667,791,698,25,CUNDINAMARCA,178,CHIPAQUE,CHIPAQUE,CM,25178,ZONA04,DABOG,DABOGZONA04,11908.25,0
117543320.2,52497.11376,794,694,25,CUNDINAMARCA,151,CAQUEZA,CAQUEZA,CM,25151,ZONA04,DABOG,DABOGZONA04,11754.332,0
90049898.99,51558.47349,795,736,25,CUNDINAMARCA,483,NARINO,NARINO,CM,25483,ZONA02,DABOG,DABOGZONA02,9004.99,0
106237623.7,60051.45303,798,715,25,CUNDINAMARCA,307,GIRARDOT,GIRARDOT,CM,25307,ZONA02,DABOG,DABOGZONA02,10623.762,0
114970650.1,48073.43558,803,779,25,CUNDINAMARCA,845,UNE,UNE,CM,25845,ZONA04,DABOG,DABOGZONA04,11497.065,0
76166047.41,36454.40147,805,682,25,CUNDINAMARCA,1,AGUA DE DIOS,AGUA DE DIOS,CM,25001,ZONA02,DABOG,DABOGZONA02,7616.605,0
146696965.9,55898.09602,806,745,25,CUNDINAMARCA,535,PASCA,PASCA,CM,25535,ZONA02,DABOG,DABOGZONA02,14669.697,0
307492069.4,98252.3657,807,710,25,CUNDINAMARCA,290,FUSAGASUGA,FUSAGASUGA,CM,25290,ZONA02,DABOG,DABOGZONA02,30749.207,0
202589251.6,59887.90006,809,749,25,CUNDINAMARCA,594,QUETAME,QUETAME,CM,25594,ZONA04,DABOG,DABOGZONA04,20258.925,0
92428599.76,49482.30384,810,772,25,CUNDINAMARCA,805,TIBACUY,TIBACUY,CM,25805,ZONA02,DABOG,DABOGZONA02,9242.86,0
147348173,51999.64208,812,752,25,CUNDINAMARCA,612,RICAURTE,RICAURTE,CM,25612,ZONA02,DABOG,DABOGZONA02,14734.817,0
116442509.2,49806.22078,813,707,25,CUNDINAMARCA,281,FOSCA,FOSCA,CM,25281,ZONA04,DABOG,DABOGZONA04,11644.251,0
205937782.6,72808.64364,814,772,25,CUNDINAMARCA,488,NILO,NILO,CM,25488,ZONA02,DABOG,DABOGZONA02,20593.778,0
607460433.8,112508.1041,820,722,25,CUNDINAMARCA,339,GUTIERREZ,GUTIERREZ,CM,25339,ZONA04,DABOG,DABOGZONA04,60746.043,0
184398298.3,74306.44971,823,687,25,CUNDINAMARCA,53,ARBELAEZ,ARBELAEZ,CM,25053,ZONA02,DABOG,DABOGZONA02,18439.83,0
211597909.4,71685.76631,828,1045,25,CUNDINAMARCA,335,GUAYABETAL,GUAYABETAL,CM,25335,ZONA04,DABOG,DABOGZONA04,21159.791,0
100016137.2,49339.62866,831,743,25,CUNDINAMARCA,524,PANDI,PANDI,CM,25524,ZONA02,DABOG,DABOGZONA02,10001.614,0
193441961.9,63398.76738,837,754,25,CUNDINAMARCA,649,SAN BERNARDO,SAN BERNARDO,CM,25649,ZONA02,DABOG,DABOGZONA02,19344.196,0
135473741,52803.35062,844,740,25,CUNDINAMARCA,506,VENECIA,OSPINA PEREZ,CM,25506,ZONA02,DABOG,DABOGZONA02,13547.374,0
457830743.3,101316.2231,848,691,25,CUNDINAMARCA,120,CABRERA,CABRERA,CM,25120,ZONA02,DABOG,DABOGZONA02,45783.074,0
14452128218,885767.1616,850,838,94,GUAINIA,1,INIRIDA,INIRIDA,CM,94001,ZONA16,DABOG,DABOGZONA16,1445212.822,0
2916715458,252041.1925,870,1002,94,GUAINIA,886,CACAHUAL,CACAHUAL,CD,94886,ZONA16,DABOG,DABOGZONA16,291671.546,0
11491866265,721902.8851,874,1006,94,GUAINIA,343,BARRANCO MINAS,BARRANCO MINAS,CD,94343,ZONA16,DABOG,DABOGZONA16,1149186.627,0
12973393439,745431.9592,910,1003,94,GUAINIA,884,PUERTO COLOMBIA,PUERTO COLOMBIA,CD,94884,ZONA16,DABOG,DABOGZONA16,1297339.344,0
4342048502,391970.803,947,1004,94,GUAINIA,883,SAN FELIPE,SAN FELIPE,CD,94883,ZONA16,DABOG,DABOGZONA16,434204.85,0
10622677296,640576.5838,958,1005,94,GUAINIA,887,PANA PANA,CAMPO ALEGRE,CD,94887,ZONA16,DABOG,DABOGZONA16,1062267.73,0
1226071037,165742.4754,1009,1007,94,GUAINIA,885,LA GUADALUPE,LA GUADALUPE,CD,94885,ZONA16,DABOG,DABOGZONA16,122607.104,0
4518629685,433288.9559,1099,1006,94,GUAINIA,663,MAPIRIPANA,MAPIRIPANA,CD,94663,ZONA16,DABOG,DABOGZONA16,451862.968,0
9567964666,586282.7325,1100,1071,94,GUAINIA,888,MORICHAL,MORICHAL NUEVO,CD,94888,ZONA16,DABOG,DABOGZONA16,956796.467,0
24246259629,1323893.735,924,837,95,GUAVIARE,1,SAN JOSE DEL GUAVIARE,SAN JOSE DEL GUAVIARE,CM,95001,ZONA16,DABOG,DABOGZONA16,2424625.963,0
8755430419,1036465.91,965,1028,95,GUAVIARE,25,EL RETORNO,EL RETORNO,CM,95025,ZONA16,DABOG,DABOGZONA16,875543.042,0
11493453609,575533.227,987,1029,95,GUAVIARE,15,CALAMAR,CALAMAR,CM,95015,ZONA16,DABOG,DABOGZONA16,1149345.361,0
11176333032,601502.1876,995,1030,95,GUAVIARE,200,MIRAFLORES,MIRAFLORES,CM,95200,ZONA16,DABOG,DABOGZONA16,1117633.303,0
1617854055,211945.0459,866,64,41,HUILA,206,COLOMBIA,COLOMBIA,CM,41206,ZONA13,DABOG,DABOGZONA13,161785.405,0
647741787.7,129269.0643,890,91,41,HUILA,872,VILLAVIEJA,VILLAVIEJA,CM,41872,ZONA13,DABOG,DABOGZONA13,64774.179,0
686864108.9,157007.5476,891,59,41,HUILA,16,AIPE,AIPE,CM,41016,ZONA13,DABOG,DABOGZONA13,68686.411,0
400777773.9,88385.76503,898,62,41,HUILA,78,BARAYA,BARAYA,CM,41078,ZONA13,DABOG,DABOGZONA13,40077.777,0
1472965821,266702.1029,901,57,41,HUILA,1,NEIVA,NEIVA,CM,41001,ZONA13,DABOG,DABOGZONA13,147296.582,0
655424447.7,124661.0061,905,88,41,HUILA,799,TELLO,TELLO,CM,41799,ZONA13,DABOG,DABOGZONA13,65542.445,0
477504221.1,104638.9059,911,84,41,HUILA,676,SANTA MARIA,SANTA MARIA,CM,41676,ZONA13,DABOG,DABOGZONA13,47750.422,0
681477383.5,113100.8721,913,77,41,HUILA,524,PALERMO,PALERMO,CM,41524,ZONA13,DABOG,DABOGZONA13,68147.738,0
683967667.7,157485.9884,916,89,41,HUILA,801,TERUEL,TERUEL,CM,41801,ZONA13,DABOG,DABOGZONA13,68396.767,0
584530526.1,139331.9704,922,70,41,HUILA,357,IQUIRA,IQUIRA,CM,41357,ZONA13,DABOG,DABOGZONA13,58453.053,0
518788411.4,100064.6545,923,81,41,HUILA,615,RIVERA,RIVERA,CM,41615,ZONA13,DABOG,DABOGZONA13,51878.841,0
438191358.5,92557.09817,930,74,41,HUILA,483,NATAGA,NATAGA,CM,41483,ZONA13,DABOG,DABOGZONA13,43819.136,0
385814514.9,84720.10761,931,63,41,HUILA,132,CAMPOALEGRE,CAMPOALEGRE,CM,41132,ZONA13,DABOG,DABOGZONA13,38581.451,0
206746122.3,66820.26345,933,92,41,HUILA,885,YAGUARA,YAGUARA,CM,41885,ZONA13,DABOG,DABOGZONA13,20674.612,0
842047009,151819.9234,934,60,41,HUILA,20,ALGECIRAS,ALGECIRAS,CM,41020,ZONA13,DABOG,DABOGZONA13,84204.701,0
515960071.7,99310.15553,935,87,41,HUILA,797,TESALIA,TESALIA,CM,41797,ZONA13,DABOG,DABOGZONA13,51596.007,0
173808544.9,60699.5266,940,69,41,HUILA,349,HOBO,HOBO,CM,41349,ZONA13,DABOG,DABOGZONA13,17380.854,0
700116320.2,113344.5,945,67,41,HUILA,306,GIGANTE,GIGANTE,CM,41306,ZONA13,DABOG,DABOGZONA13,70011.632,0
1232314736,172645.5047,946,73,41,HUILA,396,LA PLATA,LA PLATA,CM,41396,ZONA14,DABOG,DABOGZONA14,123231.474,0
183021235.5,65986.50968,950,76,41,HUILA,518,PAICOL,PAICOL,CM,41518,ZONA13,DABOG,DABOGZONA13,18302.124,0
250341518.3,79262.31798,955,989,41,HUILA,13,AGRADO,AGRADO,CM,41013,ZONA14,DABOG,DABOGZONA14,25034.152,0
221557189.1,100754.471,959,79,41,HUILA,548,PITAL,PITAL,CM,41548,ZONA14,DABOG,DABOGZONA14,22155.719,0
541398779.1,112703.2844,961,66,41,HUILA,298,GARZON,GARZON,CM,41298,ZONA14,DABOG,DABOGZONA14,54139.878,0
304128910.6,101179.2873,966,72,41,HUILA,378,LA ARGENTINA,LA ARGENTINA,CM,41378,ZONA14,DABOG,DABOGZONA14,30412.891,0
389256943.5,88657.02376,968,86,41,HUILA,791,TARQUI,TARQUI,CM,41791,ZONA14,DABOG,DABOGZONA14,38925.694,0
259370872.2,73869.69509,970,75,41,HUILA,503,OPORAPA,OPORAPA,CM,41503,ZONA14,DABOG,DABOGZONA14,25937.087,0
393982701.4,93349.58906,974,82,41,HUILA,660,SALADOBLANCO,SALADOBLANCO,CM,41660,ZONA14,DABOG,DABOGZONA14,39398.27,0
447246599.6,90263.64107,975,68,41,HUILA,319,GUADALUPE,GUADALUPE,CM,41319,ZONA14,DABOG,DABOGZONA14,44724.66,0
1473418131,182925.0604,976,83,41,HUILA,668,SAN AGUSTIN,SAN AGUSTIN,CM,41668,ZONA14,DABOG,DABOGZONA14,147341.813,0
169100453.2,68654.13333,977,61,41,HUILA,26,ALTAMIRA,ALTAMIRA,CM,41026,ZONA14,DABOG,DABOGZONA14,16910.045,0
462517800.9,104517.0632,978,71,41,HUILA,359,ISNOS,SAN JOSE DE ISNOS,CM,41359,ZONA14,DABOG,DABOGZONA14,46251.78,0
96028841.28,52421.95969,981,65,41,HUILA,244,ELIAS,ELIAS,CM,41244,ZONA14,DABOG,DABOGZONA14,9602.884,0
310151271.4,76576.24219,983,85,41,HUILA,770,SUAZA,SUAZA,CM,41770,ZONA14,DABOG,DABOGZONA14,31015.127,0
204536488.1,60985.30952,985,90,41,HUILA,807,TIMANA,TIMANA,CM,41807,ZONA14,DABOG,DABOGZONA14,20453.649,0
711917935.2,148518.7366,989,78,41,HUILA,551,PITALITO,PITALITO,CM,41551,ZONA14,DABOG,DABOGZONA14,71191.794,0
658008724.3,116780.506,993,58,41,HUILA,6,ACEVEDO,ACEVEDO,CM,41006,ZONA14,DABOG,DABOGZONA14,65800.872,0
319823244.6,92815.14105,996,80,41,HUILA,530,PALESTINA,PALESTINA,CM,41530,ZONA14,DABOG,DABOGZONA14,31982.324,0
7516765786,475636.1302,2,566,44,LA GUAJIRA,847,URIBIA,URIBIA,CM,44847,ZONA06,DABAR,DABARZONA06,751676.579,0
1624662826,195961.3875,5,564,44,LA GUAJIRA,560,MANAURE,MANAURE,CM,44560,ZONA06,DABAR,DABARZONA06,162466.283,0
1779933850,272174.5388,6,563,44,LA GUAJIRA,430,MAICAO,MAICAO,CM,44430,ZONA06,DABAR,DABARZONA06,177993.385,0
3109950428,267346.5648,7,559,44,LA GUAJIRA,1,RIOHACHA,RIOHACHA,CM,44001,ZONA06,DABAR,DABARZONA06,310995.043,0
1999866415,198794.8723,8,1052,44,LA GUAJIRA,90,DIBULLA,DIBULLA,CM,44090,ZONA06,DABAR,DABARZONA06,199986.641,0
238578524,103165.5782,10,560,44,LA GUAJIRA,378,HATONUEVO,HATONUEVO,CM,44378,ZONA06,DABAR,DABARZONA06,23857.852,0
1023485205,148403.7107,11,560,44,LA GUAJIRA,78,BARRANCAS,BARRANCAS,CM,44078,ZONA06,DABAR,DABARZONA06,102348.52,0
366988717.1,93287.27452,16,1053,44,LA GUAJIRA,98,DISTRACCION,DISTRACCION,CM,44098,ZONA06,DABAR,DABARZONA06,36698.872,0
382884516.7,127364.607,17,562,44,LA GUAJIRA,279,FONSECA,FONSECA,CM,44279,ZONA06,DABAR,DABARZONA06,38288.452,0
1407790458,258034.114,18,565,44,LA GUAJIRA,650,SAN JUAN DEL CESAR,SAN JUAN DEL CESAR,CM,44650,ZONA06,DABAR,DABARZONA06,140779.046,0
347544126.2,102566.3328,43,568,44,LA GUAJIRA,874,VILLANUEVA,VILLANUEVA,CM,44874,ZONA06,DABAR,DABARZONA06,34754.413,0
137558340.4,51784.49129,44,561,44,LA GUAJIRA,110,EL MOLINO,EL MOLINO,CM,44110,ZONA06,DABAR,DABARZONA06,13755.834,0
365621895.3,112291.6742,50,567,44,LA GUAJIRA,855,URUMITA,URUMITA,CM,44855,ZONA06,DABAR,DABARZONA06,36562.19,0
169054030,107185.0887,1088,1083,44,LA GUAJIRA,420,LA JAGUA DEL PILAR,LA JAGUA DEL PILAR,CM,44420,ZONA05,DABAR,DABARZONA05,16905.403,0
541664541.6,128282.4941,1089,1093,44,LA GUAJIRA,35,ALBANIA,ALBANIA,CM,44035,ZONA06,DABAR,DABARZONA06,54166.454,0
2367555422,237308.6159,9,485,47,MAGDALENA,1,SANTA MARTA,"DISTRITO TURISTICO,CULTURAL E HISTORICO DE SANTA MARTA",CM,47001,ZONA07,DABAR,DABARZONA07,236755.542,0
1010395728,188257.6159,12,490,47,MAGDALENA,189,CIENAGA,CIENAGA,CM,47189,ZONA07,DABAR,DABARZONA07,101039.573,0
947914209.6,148004.8641,14,464,47,MAGDALENA,745,SITIONUEVO,SITIONUEVO,CM,47745,ZONA07,DABAR,DABARZONA07,94791.421,0
629310978.7,126898.589,19,1027,47,MAGDALENA,570,PUEBLOVIEJO,PUEBLOVIEJO,CM,47570,ZONA07,DABAR,DABARZONA07,62931.098,0
1721647139,232413.479,26,486,47,MAGDALENA,53,ARACATACA,ARACATACA,CM,47053,ZONA07,DABAR,DABARZONA07,172164.714,0
210799039.1,59901.09039,35,1060,47,MAGDALENA,268,EL RETEN,EL RETEN,CM,47268,ZONA07,DABAR,DABARZONA07,21079.904,0
547723233.6,97588.58276,36,498,47,MAGDALENA,605,REMOLINO,REMOLINO,CM,47605,ZONA07,DABAR,DABARZONA07,54772.323,0
1814894829,182313.0472,42,496,47,MAGDALENA,551,PIVIJAY,PIVIJAY,CM,47551,ZONA07,DABAR,DABARZONA07,181489.483,0
767956103.2,185308.7271,45,493,47,MAGDALENA,288,FUNDACION,FUNDACION,CM,47288,ZONA07,DABAR,DABARZONA07,76795.61,0
184916593.4,57497.99814,48,499,47,MAGDALENA,675,SALAMINA,SALAMINA,CM,47675,ZONA07,DABAR,DABARZONA07,18491.659,0
497456352,106452.5602,54,492,47,MAGDALENA,258,EL PINON,EL PINON,CM,47258,ZONA07,DABAR,DABARZONA07,49745.635,0
192282713.8,90897.2796,64,488,47,MAGDALENA,161,CERRO SAN ANTONIO,CERRO SAN ANTONIO,CM,47161,ZONA07,DABAR,DABARZONA07,19228.271,0
312001497.1,92626.43928,71,495,47,MAGDALENA,541,PEDRAZA,PEDRAZA,CM,47541,ZONA07,DABAR,DABARZONA07,31200.15,0
477707578.2,105733.2971,72,489,47,MAGDALENA,170,CHIVOLO,CHIVOLO,CM,47170,ZONA07,DABAR,DABARZONA07,47770.758,0
584335460.7,107230.3985,79,504,47,MAGDALENA,798,TENERIFE,TENERIFE,CM,47798,ZONA07,DABAR,DABARZONA07,58433.546,0
1452362859,233655.5532,80,1091,47,MAGDALENA,555,PLATO,PLATO,CM,47555,ZONA07,DABAR,DABARZONA07,145236.286,0
1079632803,159322.4797,81,487,47,MAGDALENA,58,ARIGUAINI,EL DIFICIL,CM,47058,ZONA07,DABAR,DABARZONA07,107963.28,0
1103728825,243991.956,87,502,47,MAGDALENA,707,SANTA ANA,SANTA ANA,CM,47707,ZONA04,DABAR,DABARZONA04,110372.883,0
760951773.6,220833.961,88,1063,47,MAGDALENA,545,PIJINO DEL CARMEN,PIJINO,CM,47545,ZONA04,DABAR,DABARZONA04,76095.177,0
417229235.7,118880.5127,101,500,47,MAGDALENA,692,SAN SEBASTIAN DE BUENAVISTA,SAN SEBASTIAN DE BUENAVISTA,CM,47692,ZONA04,DABAR,DABARZONA04,41722.924,0
271511015.6,102980.993,102,501,47,MAGDALENA,703,SAN ZENON,SAN ZENON,CM,47703,ZONA04,DABAR,DABARZONA04,27151.102,0
